data,title_x,title_y,title,value,tag,,,,
এটা চরম বৈষম্য মূলক একটি আদেশ। যারা পেনশনের পুরো টাকা তুলে নিয়েছেন তারা ভবিস্যতের ঝুঁকিই নিয়েছেন। এর পর তারা ক্ষতিগ্রস্ত হলে তার দায় আমরা কেন নিবো? কারণ পেনশনের টাকাটা আমাদের করের টাকা থেকেই দেওয়া হবে। যদি মানবিক বিবেচনায় দিতেই হয় তাহলে যাচাই বাছাই করে যাদের আর্থিক অবস্থা খারাপ শুধু তাদের মাসিক সর্বোচ্চ 3000/- (নূন্যতম পেনশন) দেওয়া যেতে পারে। সেই সাথে যারা পেনশনের পুরো টাকা উঠাননি তাদের মাসিক 3000/- টাকা পেনশন বাড়িয়ে দেওয়া যেতে পারে। মানবিকতার ধোঁয়া তুলে এরকম অবিচার করা একেবারেই ঠিক নয়।,1,0,1,1,কিছুটা ইতিবাচক,,,,
ইন্দোনেশিয়ার মানুষজন নাকি টাকার শ্রাদ্ধ করছে। তাই দেখে আবুল মাল মুহিতও শেষের সময়ে এসে একটু শ্রাদ্ধ করতে চাচ্ছেন আরকি।,-2,-1,-2,-5,নিশ্চিত নেতিবাচক,,,,
সর্বকালের সবচে' ব্যর্থ অর্থমন্ত্রী।,-2,0,-1,-3,নিশ্চিত নেতিবাচক,,,,
"‘আপনাদের চেয়ে এই কথাটা বেশি সহ্য করেছি আমি। কারণ, আমি তো অর্থ সংগ্রহে যাই।- তাহলে প্রয়াত অর্থমন্ত্রী সাইফুর রহমান কি সারা জীবন ঘোড়ার ঘাস কেটে কাটিয়েছেন?",-2,-1,-2,-5,নিশ্চিত নেতিবাচক,,,,
"এখন কি তাহলে আমরা স্বল্পোন্নত দেশ, নাকি উন্নয়শীল দেশসাংবাদিকদের এমন প্রশ্নের জবাবে অর্থমন্ত্রী বলেন, ‘জাতিসংঘের হিসাবে আমরা কান্তিকালীন সময়ে (ট্রানজিশনাল পিরিয়ডে) আছি।’আর উৎসব করছি এই কারণে যে এটা আমাদের জাতীয় ঐতিহ্য। আমরা উৎসবপ্রিয় জাতি।’",-1,0,-2,-3,নিশ্চিত নেতিবাচক,,,,
"অন্তত আমি ও আমার চারপাশের মানুষদের মধ্যে অর্থনৈতিক উন্নতির কোন লক্ষণ দেখতে পাচ্ছিনা। কারো উন্নয়ন যদি হয়ে থাকে তাহলে তাদের অভিনন্দন। আমি ক'বছর আগে যেমন ছিলাম এখনো সে রকম আছি। বেতনের টাকায় মাসের অর্ধেক চলে মোটামুটি হাসিমুখে বাকী অর্ধেক সেই আগের টানাটানি। চালের দাম আকাশ ছোঁয়া, পেয়াজ থেকে দামের আগুন একটু একটু করে নিভতে শুরু করেছে এরই মধ্যে চিনির দাম বেয়ে বেয়ে উপড়ে উঠছে। একটার দাম কমেতো আরেকটা দাম বাড়ে। এই দাম বাড়ানো কর্তৃপক্ষটার কাজে একটা আর্ট আছে বলতেই হবে!",0,0,2,0,নিরপেক্ষ,,,,
"আমাদের এলাকায় এক ভিখারিনী ছিল, তাকে যত নতুন কাপড় দেয়া হোক না কেন সে ঠিকই তার শত ছিন্ন শাড়িটি পরে থাকতো, যাতে লোকে মায়ায় পড়ে নতুন শাড়ি কিনে দেয়। তার নতুন শাড়ি যোগাড়ের পুঁজিই ছিল ঐ শত ছিন্ন শাড়ির দারিদ্রের বিজ্ঞাপন। এদেশের শাসকগুলোও বহু যুগ ধরেন এরকম পরমুখাপেক্ষি দারিদ্র লালনকারি শাসন ব্যবস্থা চালু করে রেখেছিল। নিজের পায়ে দাঁড়াতে গেলে প্রথম প্রথম পায়ে একটু যন্ত্রনা হবেই, একসময় এই পা-ই হবে দৌড় প্রতিযোগিতায় জেতার শক্তি। এই চ্যালেঞ্জ সময়ের দাবী।",0,-1,-2,-3,নিশ্চিত নেতিবাচক,,,,
"অর্থমন্ত্রী মহোদয় বুঝালেন রাজনীতি আর অর্থনীতি একনয়। রাজনিতিতে উৎসব থাকলেও অর্থনীতিতে উৎসবের কিছু এখনো হয়নি , এডমিট কার্ড দিয়েছে মাত্র। তবু রাজনৈতিক বিবেচনায় অর্থনৈতিক সিদ্ধান্ত বন্ধ হবেনা। কারণ আমরা যে উৎসব প্রিয় জাতি।",2,-1,1,2,নিশ্চিত ইতিবাচক,,,,
ভালো সিদ্ধান্ত।,-1,-1,2,-1,কিছুটা নেতিবাচক,,,,
"তার থেকে বরং ৯০ জন আমলা সচিব এদের ই সিপিআই কার্ড দিন।  উনাদের আয় এর থেকে ভালো।  গাড়ি বাড়ির পর এ সুবিধা থেকে উনাদের বঞ্চিত করা দেশের মর্যাদার জন্য হানিকর। প্রবাসীরা কি ভাবে ১ লক্ষ ডলার পাঠাবে ! যারা ১ লক্ষ ডলার জমা করতে পারে তারা কি দেশে পাঠাবে না কি যে দেশে থাকে সেখানেই বিনোয়োগ করে ? দেশে টাকা পাঠায় সাধারণ চাকুরীজীবি শ্রমিক , যাদের মাসিক বেতন $২০০০ - $৪০০০।",1,1,2,4,নিশ্চিত ইতিবাচক,,,,
